tiempo,datos_ECG
0.6,1.6129032258064515
0.605,1.6177908113391983
0.61,1.5933528836754642
0.615,1.6031280547409579
0.62,1.656891495601173
0.625,1.6422287390029326
0.63,1.5786901270772238
0.635,1.5689149560117301
0.64,1.5933528836754642
0.645,1.5933528836754642
0.65,1.573802541544477
0.655,1.5786901270772238
0.66,1.6129032258064515
0.665,1.6226783968719452
0.67,1.5933528836754642
0.675,1.5933528836754642
0.68,1.6275659824046922
0.685,1.6129032258064515
0.6900000000000001,1.5689149560117301
0.6950000000000001,1.5542521994134897
0.7000000000000001,1.6080156402737047
0.705,1.6080156402737047
0.71,1.5786901270772238
0.715,1.5493646138807429
0.72,1.4467253176930597
0.725,1.3636363636363635
0.73,1.4027370478983383
0.735,1.520039100684262
0.74,1.8084066471163245
0.745,2.2140762463343107
0.75,2.952101661779081
0.755,3.23069403714565
0.76,3.1915933528836753
0.765,2.4731182795698925
0.77,1.715542521994135
0.775,1.4418377321603129
0.78,1.5298142717497556
0.785,1.6666666666666667
0.79,1.7008797653958945
0.795,1.66177908113392
0.8,1.6275659824046922
0.805,1.5786901270772238
0.81,1.5395894428152492
0.8150000000000001,1.5591397849462365
0.8200000000000001,1.598240469208211
0.8250000000000001,1.5933528836754642
0.8300000000000001,1.5542521994134897
0.835,1.5347018572825024
0.84,1.5493646138807429
0.845,1.5493646138807429
0.85,1.5298142717497556
0.855,1.5298142717497556
0.86,1.5640273704789833
0.865,1.573802541544477
0.87,1.5493646138807429
0.875,1.5542521994134897
0.88,1.5835777126099706
0.885,1.5835777126099706
0.89,1.544477028347996
0.895,1.5493646138807429
0.9,1.5933528836754642
0.905,1.6080156402737047
0.91,1.5835777126099706
0.915,1.5884652981427174
0.92,1.6177908113391983
0.925,1.6031280547409579
0.93,1.5689149560117301
0.935,1.5786901270772238
0.9400000000000001,1.6177908113391983
0.9450000000000001,1.6226783968719452
0.9500000000000001,1.6031280547409579
0.9550000000000001,1.6031280547409579
0.96,1.632453567937439
0.965,1.6422287390029326
0.97,1.6177908113391983
0.975,1.6177908113391983
0.98,1.6373411534701858
0.985,1.6275659824046922
0.99,1.6129032258064515
0.995,1.6373411534701858
1.0,1.6764418377321604
1.0050000000000001,1.686217008797654
1.01,1.6666666666666667
1.0150000000000001,1.6764418377321604
1.02,1.6959921798631477
1.025,1.6911045943304008
1.03,1.6666666666666667
1.035,1.66177908113392
1.04,1.686217008797654
1.045,1.6666666666666667
1.05,1.6226783968719452
1.055,1.6226783968719452
1.06,1.6471163245356795
1.065,1.6471163245356795
1.07,1.6275659824046922
1.075,1.6177908113391983
1.08,1.6226783968719452
1.085,1.6177908113391983
1.09,1.598240469208211
1.095,1.598240469208211
1.1,1.6129032258064515
1.105,1.6226783968719452
1.11,1.6031280547409579
1.115,1.6031280547409579
1.12,1.6226783968719452
1.125,1.6226783968719452
1.1300000000000001,1.6031280547409579
1.135,1.598240469208211
1.1400000000000001,1.6226783968719452
1.145,1.6080156402737047
1.1500000000000001,1.5884652981427174
1.155,1.5884652981427174
1.16,1.6129032258064515
1.165,1.6031280547409579
1.17,1.573802541544477
1.175,1.5786901270772238
1.18,1.6080156402737047
1.185,1.6031280547409579
1.19,1.5689149560117301
1.195,1.5689149560117301
1.2,1.6031280547409579
1.205,1.6129032258064515
1.21,1.5786901270772238
1.215,1.5835777126099706
1.22,1.6275659824046922
1.225,1.6275659824046922
1.23,1.598240469208211
1.235,1.5884652981427174
1.24,1.6129032258064515
1.245,1.6177908113391983
1.25,1.5933528836754642
1.2550000000000001,1.5786901270772238
1.26,1.598240469208211
1.2650000000000001,1.6080156402737047
1.27,1.5884652981427174
1.2750000000000001,1.598240469208211
1.28,1.6275659824046922
1.285,1.6031280547409579
1.29,1.5835777126099706
1.295,1.6031280547409579
1.3,1.6177908113391983
1.305,1.6031280547409579
1.31,1.5884652981427174
1.315,1.6080156402737047
1.32,1.6520039100684263
1.325,1.6715542521994136
1.33,1.6275659824046922
1.335,1.6080156402737047
1.34,1.6471163245356795
1.345,1.6666666666666667
1.35,1.6715542521994136
1.355,1.6422287390029326
1.36,1.6373411534701858
1.365,1.6275659824046922
1.37,1.6031280547409579
1.375,1.6129032258064515
1.3800000000000001,1.6422287390029326
1.385,1.6275659824046922
1.3900000000000001,1.5933528836754642
1.395,1.5884652981427174
1.4000000000000001,1.6080156402737047
1.405,1.6129032258064515
1.41,1.5933528836754642
1.415,1.5884652981427174
1.42,1.6031280547409579
1.425,1.6031280547409579
1.43,1.598240469208211
1.435,1.6080156402737047
1.44,1.6422287390029326
1.445,1.6080156402737047
1.45,1.4516129032258065
1.455,1.3685239491691104
1.46,1.6520039100684263
1.465,1.656891495601173
1.47,1.6275659824046922
1.475,1.6226783968719452
1.48,1.6520039100684263
1.485,1.6422287390029326
1.49,1.6177908113391983
1.495,1.6226783968719452
1.5,1.6471163245356795
1.5050000000000001,1.6715542521994136
1.51,1.6666666666666667
1.5150000000000001,1.656891495601173
1.52,1.6666666666666667
1.5250000000000001,1.6715542521994136
1.53,1.6520039100684263
1.5350000000000001,1.6373411534701858
1.54,1.6422287390029326
1.545,1.656891495601173
1.55,1.6471163245356795
1.555,1.6422287390029326
1.56,1.6764418377321604
1.565,1.6813294232649072
1.57,1.6666666666666667
1.575,1.686217008797654
1.58,1.7008797653958945
1.585,1.6764418377321604
1.59,1.6422287390029326
1.595,1.6764418377321604
1.6,1.739980449657869
1.605,1.7253176930596286
1.61,1.6471163245356795
1.615,1.6177908113391983
1.62,1.6520039100684263
1.625,1.66177908113392
1.6300000000000001,1.6471163245356795
1.635,1.6373411534701858
1.6400000000000001,1.6129032258064515
1.645,1.6177908113391983
1.6500000000000001,1.656891495601173
1.655,1.6666666666666667
1.6600000000000001,1.6764418377321604
1.665,1.66177908113392
1.67,1.6275659824046922
1.675,1.5933528836754642
1.68,1.6275659824046922
1.685,1.656891495601173
1.69,1.6422287390029326
1.695,1.6226783968719452
1.7,1.520039100684262
1.705,1.4222873900293256
1.71,1.4516129032258065
1.715,1.5786901270772238
1.72,1.8328445747800586
1.725,2.228739002932551
1.73,2.898338220918866
1.735,3.23069403714565
1.74,3.1867057673509285
1.745,2.463343108504399
1.75,1.7350928641251222
1.7550000000000001,1.520039100684262
1.76,1.6520039100684263
1.7650000000000001,1.8181818181818181
1.77,1.7790811339198436
1.7750000000000001,1.6666666666666667
1.78,1.6813294232649072
1.7850000000000001,1.6911045943304008
1.79,1.6520039100684263
1.795,1.6373411534701858
1.8,1.6520039100684263
1.805,1.6422287390029326
1.81,1.6080156402737047
1.815,1.5933528836754642
1.82,1.6226783968719452
1.825,1.6275659824046922
1.83,1.5933528836754642
1.835,1.5933528836754642
1.84,1.6422287390029326
1.845,1.656891495601173
1.85,1.6129032258064515
1.855,1.5835777126099706
1.86,1.6275659824046922
1.865,1.6422287390029326
1.87,1.6080156402737047
1.875,1.5884652981427174
1.8800000000000001,1.6373411534701858
1.885,1.6813294232649072
1.8900000000000001,1.6520039100684263
1.895,1.6275659824046922
1.9000000000000001,1.66177908113392
1.905,1.6813294232649072
1.9100000000000001,1.6471163245356795
1.915,1.6177908113391983
1.92,1.66177908113392
1.925,1.6715542521994136
1.93,1.6422287390029326
1.935,1.6373411534701858
1.94,1.6715542521994136
1.945,1.6959921798631477
1.95,1.6520039100684263
1.955,1.6520039100684263
1.96,1.6813294232649072
1.965,1.6666666666666667
1.97,1.6471163245356795
1.975,1.6666666666666667
1.98,1.7057673509286413
1.985,1.6911045943304008
1.99,1.6666666666666667
1.995,1.715542521994135
2.0,1.7741935483870968
2.005,1.7497556207233627
2.0100000000000002,1.6911045943304008
2.015,1.6911045943304008
2.02,1.7497556207233627
2.025,1.7546432062561095
2.0300000000000002,1.6911045943304008
2.035,1.656891495601173
2.04,1.6764418377321604
2.045,1.6764418377321604
2.05,1.6422287390029326
2.055,1.6275659824046922
2.06,1.656891495601173
2.065,1.6666666666666667
2.07,1.6226783968719452
2.075,1.6177908113391983
2.08,1.6764418377321604
2.085,1.686217008797654
2.09,1.6373411534701858
2.095,1.632453567937439
2.1,1.6911045943304008
2.105,1.6911045943304008
2.11,1.6373411534701858
2.115,1.632453567937439
2.12,1.6666666666666667
2.125,1.6813294232649072
2.13,1.6471163245356795
2.1350000000000002,1.6422287390029326
2.14,1.6813294232649072
2.145,1.6666666666666667
2.15,1.6031280547409579
2.1550000000000002,1.573802541544477
2.16,1.656891495601173
2.165,1.6666666666666667
2.17,1.6129032258064515
2.1750000000000003,1.6177908113391983
2.18,1.6666666666666667
2.185,1.6813294232649072
2.19,1.6373411534701858
2.195,1.6177908113391983
2.2,1.6471163245356795
2.205,1.6471163245356795
2.21,1.6031280547409579
2.215,1.5933528836754642
2.22,1.632453567937439
2.225,1.6080156402737047
2.23,1.5835777126099706
2.235,1.573802541544477
2.24,1.6080156402737047
2.245,1.6373411534701858
2.25,1.6471163245356795
2.255,1.6715542521994136
2.2600000000000002,1.7008797653958945
2.265,1.686217008797654
2.27,1.6226783968719452
2.275,1.6129032258064515
2.2800000000000002,1.6764418377321604
2.285,1.6813294232649072
2.29,1.6471163245356795
2.295,1.6471163245356795
2.3000000000000003,1.6813294232649072
2.305,1.6911045943304008
2.31,1.656891495601173
2.315,1.66177908113392
2.32,1.7008797653958945
2.325,1.6666666666666667
2.33,1.5884652981427174
2.335,1.573802541544477
2.34,1.6177908113391983
2.345,1.6422287390029326
2.35,1.6031280547409579
2.355,1.5835777126099706
2.36,1.598240469208211
2.365,1.573802541544477
2.37,1.5395894428152492
2.375,1.5786901270772238
2.38,1.656891495601173
2.3850000000000002,1.6715542521994136
2.39,1.6129032258064515
2.395,1.598240469208211
2.4,1.6422287390029326
2.4050000000000002,1.6373411534701858
2.41,1.5640273704789833
2.415,1.4516129032258065
2.42,1.383186705767351
2.4250000000000003,1.436950146627566
2.43,1.5004887585532747
2.435,1.6813294232649072
2.44,2.1065493646138806
2.445,2.702834799608993
2.45,3.23069403714565
2.455,3.225806451612903
2.46,2.9423264907135875
2.465,2.0772238514173997
2.47,1.466275659824047
2.475,1.3685239491691104
2.48,1.5835777126099706
2.485,1.7204301075268817
2.49,1.6959921798631477
2.495,1.6275659824046922
2.5,1.632453567937439
2.505,1.6226783968719452
2.5100000000000002,1.5640273704789833
2.515,1.544477028347996
2.52,1.5933528836754642
2.525,1.598240469208211
2.5300000000000002,1.544477028347996
2.535,1.520039100684262
2.54,1.5689149560117301
2.545,1.5640273704789833
2.5500000000000003,1.520039100684262
2.555,1.5249266862170088
2.56,1.5933528836754642
2.565,1.6031280547409579
2.57,1.544477028347996
2.575,1.520039100684262
2.58,1.573802541544477
2.585,1.5884652981427174
2.59,1.544477028347996
2.595,1.5298142717497556
2.6,1.5835777126099706
2.605,1.598240469208211
2.61,1.5493646138807429
2.615,1.5298142717497556
2.62,1.5640273704789833
2.625,1.5689149560117301
2.63,1.544477028347996
2.6350000000000002,1.5493646138807429
2.64,1.6080156402737047
2.645,1.6129032258064515
2.65,1.5591397849462365
2.6550000000000002,1.5395894428152492
2.66,1.5835777126099706
2.665,1.5884652981427174
2.67,1.5395894428152492
2.6750000000000003,1.520039100684262
2.68,1.573802541544477
2.685,1.5933528836754642
2.69,1.5591397849462365
2.695,1.544477028347996
2.7,1.6031280547409579
2.705,1.6275659824046922
2.71,1.5835777126099706
2.715,1.573802541544477
2.72,1.6129032258064515
2.725,1.6129032258064515
2.73,1.5689149560117301
2.735,1.5689149560117301
2.74,1.6226783968719452
2.745,1.6226783968719452
2.75,1.5640273704789833
2.755,1.5347018572825024
2.7600000000000002,1.5786901270772238
2.765,1.5884652981427174
2.77,1.5347018572825024
2.775,1.520039100684262
2.7800000000000002,1.573802541544477
2.785,1.5835777126099706
2.79,1.5249266862170088
2.795,1.5102639296187683
2.8000000000000003,1.5786901270772238
2.805,1.6031280547409579
2.81,1.5640273704789833
2.815,1.5542521994134897
2.82,1.598240469208211
2.825,1.6129032258064515
2.83,1.5689149560117301
2.835,1.5640273704789833
2.84,1.6177908113391983
2.845,1.6226783968719452
2.85,1.5689149560117301
2.855,1.5493646138807429
2.86,1.5933528836754642
2.865,1.6177908113391983
2.87,1.573802541544477
2.875,1.5542521994134897
2.88,1.598240469208211
2.8850000000000002,1.6129032258064515
2.89,1.5640273704789833
2.895,1.5493646138807429
2.9,1.6080156402737047
2.9050000000000002,1.6226783968719452
2.91,1.573802541544477
2.915,1.5542521994134897
2.92,1.6031280547409579
2.9250000000000003,1.6226783968719452
2.93,1.5689149560117301
2.935,1.5542521994134897
2.94,1.6129032258064515
2.945,1.6373411534701858
2.95,1.5835777126099706
2.955,1.5542521994134897
2.96,1.6031280547409579
2.965,1.6373411534701858
2.97,1.6275659824046922
2.975,1.632453567937439
2.98,1.6813294232649072
2.985,1.6813294232649072
2.99,1.6031280547409579
2.995,1.5933528836754642
3.0,1.6715542521994136
3.005,1.7008797653958945
3.0100000000000002,1.6422287390029326
3.015,1.5786901270772238
3.02,1.6031280547409579
3.025,1.6275659824046922
3.0300000000000002,1.6031280547409579
3.035,1.598240469208211
3.04,1.6422287390029326
3.045,1.6471163245356795
3.0500000000000003,1.5884652981427174
3.055,1.5542521994134897
3.06,1.598240469208211
3.065,1.6373411534701858
3.0700000000000003,1.6080156402737047
3.075,1.5884652981427174
3.08,1.6373411534701858
3.085,1.6471163245356795
3.09,1.598240469208211
3.095,1.5835777126099706
3.1,1.6226783968719452
3.105,1.5298142717497556
3.11,1.3734115347018572
3.115,1.4076246334310851
3.12,1.5689149560117301
3.125,1.8035190615835777
3.13,2.1603128054740957
3.1350000000000002,2.771260997067449
3.14,3.2404692082111435
3.145,3.225806451612903
3.15,2.6099706744868034
3.1550000000000002,1.7741935483870968
3.16,1.5053763440860215
3.165,1.5884652981427174
3.17,1.7057673509286413
3.1750000000000003,1.7448680351906158
3.18,1.739980449657869
3.185,1.6911045943304008
3.19,1.6177908113391983
3.1950000000000003,1.6031280547409579
3.2,1.66177908113392
3.205,1.66177908113392
3.21,1.6031280547409579
3.215,1.5835777126099706
3.22,1.6275659824046922
3.225,1.6422287390029326
3.23,1.598240469208211
3.235,1.573802541544477
3.24,1.6275659824046922
3.245,1.6373411534701858
3.25,1.5835777126099706
3.255,1.5786901270772238
3.2600000000000002,1.6471163245356795
3.265,1.6666666666666667
3.27,1.6275659824046922
3.275,1.6129032258064515
3.2800000000000002,1.66177908113392
3.285,1.6764418377321604
3.29,1.632453567937439
3.295,1.6129032258064515
3.3000000000000003,1.6666666666666667
3.305,1.6813294232649072
3.31,1.6373411534701858
3.315,1.6275659824046922
3.3200000000000003,1.6813294232649072
3.325,1.7008797653958945
3.33,1.656891495601173
3.335,1.632453567937439
3.34,1.6813294232649072
3.345,1.6959921798631477
3.35,1.6520039100684263
3.355,1.6422287390029326
3.36,1.6959921798631477
3.365,1.715542521994135
3.37,1.66177908113392
3.375,1.6422287390029326
3.38,1.7057673509286413
3.3850000000000002,1.7253176930596286
3.39,1.6813294232649072
3.395,1.6666666666666667
3.4,1.7204301075268817
3.4050000000000002,1.7350928641251222
3.41,1.6959921798631477
3.415,1.6813294232649072
3.42,1.7204301075268817
3.4250000000000003,1.715542521994135
3.43,1.656891495601173
3.435,1.6275659824046922
3.44,1.6666666666666667
3.4450000000000003,1.6715542521994136
3.45,1.6080156402737047
3.455,1.5835777126099706
3.46,1.632453567937439
3.465,1.656891495601173
3.47,1.6177908113391983
3.475,1.6031280547409579
3.48,1.6422287390029326
3.485,1.6520039100684263
3.49,1.6129032258064515
3.495,1.5933528836754642
3.5,1.6422287390029326
3.505,1.66177908113392
3.5100000000000002,1.6177908113391983
3.515,1.5933528836754642
3.52,1.632453567937439
3.525,1.6422287390029326
3.5300000000000002,1.5933528836754642
3.535,1.5835777126099706
3.54,1.6275659824046922
3.545,1.632453567937439
3.5500000000000003,1.5835777126099706
3.555,1.5640273704789833
3.56,1.6177908113391983
3.565,1.6373411534701858
3.5700000000000003,1.5933528836754642
3.575,1.5786901270772238
3.58,1.6275659824046922
3.585,1.6373411534701858
3.59,1.5835777126099706
3.595,1.5640273704789833
3.6,1.6080156402737047
3.605,1.6177908113391983
3.61,1.573802541544477
3.615,1.5640273704789833
3.62,1.6129032258064515
3.625,1.6226783968719452
3.63,1.573802541544477
3.6350000000000002,1.5542521994134897
3.64,1.6080156402737047
3.645,1.6275659824046922
3.65,1.5786901270772238
3.6550000000000002,1.5542521994134897
3.66,1.6031280547409579
3.665,1.632453567937439
3.67,1.6031280547409579
3.6750000000000003,1.5933528836754642
3.68,1.6471163245356795
3.685,1.6520039100684263
3.69,1.5884652981427174
3.6950000000000003,1.598240469208211
3.7,1.6666666666666667
3.705,1.6911045943304008
3.71,1.6177908113391983
3.715,1.5591397849462365
3.72,1.6031280547409579
3.725,1.6275659824046922
3.73,1.5884652981427174
3.735,1.5786901270772238
3.74,1.6177908113391983
3.745,1.6177908113391983
3.75,1.5689149560117301
3.755,1.5591397849462365
3.7600000000000002,1.6080156402737047
3.765,1.6226783968719452
3.77,1.573802541544477
3.775,1.5591397849462365
3.7800000000000002,1.6129032258064515
3.785,1.632453567937439
3.79,1.5933528836754642
3.795,1.573802541544477
3.8000000000000003,1.5884652981427174
3.805,1.466275659824047
3.81,1.3440860215053763
3.815,1.3978494623655915
3.8200000000000003,1.5591397849462365
3.825,1.8279569892473118
3.83,2.19941348973607
3.835,2.90811339198436
3.84,3.2355816226783967
3.845,3.167155425219941
3.85,2.350928641251222
3.855,1.6422287390029326
3.86,1.4858260019550342
3.865,1.5884652981427174
3.87,1.6911045943304008
3.875,1.7057673509286413
3.88,1.7057673509286413
3.8850000000000002,1.6666666666666667
3.89,1.5884652981427174
3.895,1.5591397849462365
3.9,1.6031280547409579
3.9050000000000002,1.6129032258064515
3.91,1.5640273704789833
3.915,1.544477028347996
3.92,1.5884652981427174
3.9250000000000003,1.6129032258064515
3.93,1.5689149560117301
3.935,1.5493646138807429
3.94,1.6031280547409579
3.9450000000000003,1.6080156402737047
3.95,1.5542521994134897
3.955,1.544477028347996
3.96,1.6031280547409579
3.9650000000000003,1.6177908113391983
3.97,1.573802541544477
3.975,1.5591397849462365
3.98,1.6129032258064515
3.985,1.6275659824046922
3.99,1.5835777126099706
3.995,1.5689149560117301
4.0,1.6275659824046922
4.005,1.6422287390029326
4.01,1.5884652981427174
4.015,1.5689149560117301
4.0200000000000005,1.632453567937439
4.025,1.656891495601173
4.03,1.6080156402737047
4.035,1.5835777126099706
4.04,1.632453567937439
4.045,1.6520039100684263
4.05,1.6031280547409579
4.055,1.5884652981427174
4.0600000000000005,1.6520039100684263
4.065,1.6715542521994136
4.07,1.6373411534701858
4.075,1.6226783968719452
4.08,1.6666666666666667
4.085,1.686217008797654
4.09,1.6422287390029326
4.095,1.632453567937439
4.1,1.6959921798631477
4.105,1.710654936461388
4.11,1.66177908113392
4.115,1.6471163245356795
4.12,1.6959921798631477
4.125,1.6959921798631477
4.13,1.6471163245356795
4.135,1.6129032258064515
4.14,1.6471163245356795
4.1450000000000005,1.6520039100684263
4.15,1.6080156402737047
4.155,1.5835777126099706
4.16,1.6275659824046922
4.165,1.6520039100684263
4.17,1.6080156402737047
4.175,1.5835777126099706
4.18,1.6275659824046922
4.1850000000000005,1.6422287390029326
4.19,1.598240469208211
4.195,1.5835777126099706
4.2,1.6373411534701858
4.205,1.656891495601173
4.21,1.6080156402737047
4.215,1.5835777126099706
4.22,1.632453567937439
4.225,1.6520039100684263
4.23,1.6031280547409579
4.235,1.5786901270772238
4.24,1.6275659824046922
4.245,1.6422287390029326
4.25,1.5933528836754642
4.255,1.5689149560117301
4.26,1.6129032258064515
4.265,1.632453567937439
4.2700000000000005,1.5933528836754642
4.275,1.5689149560117301
4.28,1.6080156402737047
4.285,1.6226783968719452
4.29,1.5835777126099706
4.295,1.5689149560117301
4.3,1.6177908113391983
4.305,1.6275659824046922
4.3100000000000005,1.5835777126099706
4.315,1.5640273704789833
4.32,1.6080156402737047
4.325,1.6226783968719452
4.33,1.5835777126099706
4.335,1.573802541544477
4.34,1.6177908113391983
4.345,1.6226783968719452
4.3500000000000005,1.5786901270772238
4.355,1.5835777126099706
4.36,1.6373411534701858
4.365,1.66177908113392
4.37,1.6177908113391983
4.375,1.5884652981427174
4.38,1.6471163245356795
4.385,1.6813294232649072
4.39,1.656891495601173
4.3950000000000005,1.6422287390029326
4.4,1.6471163245356795
4.405,1.6177908113391983
4.41,1.5640273704789833
4.415,1.5493646138807429
4.42,1.6226783968719452
4.425,1.6471163245356795
4.43,1.5933528836754642
4.4350000000000005,1.5640273704789833
4.44,1.6129032258064515
4.445,1.632453567937439
4.45,1.5786901270772238
4.455,1.5542521994134897
4.46,1.598240469208211
4.465,1.6226783968719452
4.47,1.5786901270772238
4.4750000000000005,1.5640273704789833
4.48,1.6129032258064515
4.485,1.6226783968719452
4.49,1.520039100684262
4.495,1.3587487781036167
4.5,1.3734115347018572
4.505,1.490713587487781
4.51,1.598240469208211
4.515,1.9012707722385143
4.5200000000000005,2.4144672531769307
4.525,3.2355816226783967
4.53,3.2453567937438903
4.535,3.142717497556207
4.54,2.3362658846529816
4.545,1.6129032258064515
4.55,1.3343108504398826
4.555,1.4173998044965788
4.5600000000000005,1.6422287390029326
4.565,1.7350928641251222
4.57,1.6471163245356795
4.575,1.5689149560117301
4.58,1.5835777126099706
4.585,1.5933528836754642
4.59,1.5395894428152492
4.595,1.520039100684262
4.6000000000000005,1.573802541544477
4.605,1.5933528836754642
4.61,1.5493646138807429
4.615,1.520039100684262
4.62,1.5786901270772238
4.625,1.6031280547409579
4.63,1.5591397849462365
4.635,1.5395894428152492
4.64,1.5884652981427174
4.6450000000000005,1.6080156402737047
4.65,1.5640273704789833
4.655,1.5395894428152492
4.66,1.5933528836754642
4.665,1.6275659824046922
4.67,1.5835777126099706
4.675,1.5591397849462365
4.68,1.6080156402737047
4.6850000000000005,1.632453567937439
4.69,1.5884652981427174
4.695,1.5689149560117301
4.7,1.6226783968719452
4.705,1.6471163245356795
4.71,1.6031280547409579
4.715,1.5786901270772238
4.72,1.6275659824046922
4.7250000000000005,1.6373411534701858
4.73,1.598240469208211
4.735,1.5786901270772238
4.74,1.6177908113391983
4.745,1.632453567937439
4.75,1.5933528836754642
4.755,1.5835777126099706
4.76,1.6422287390029326
4.765,1.66177908113392
4.7700000000000005,1.6275659824046922
4.775,1.6129032258064515
4.78,1.6764418377321604
4.785,1.7008797653958945
4.79,1.656891495601173
4.795,1.6422287390029326
4.8,1.6911045943304008
4.805,1.7008797653958945
4.8100000000000005,1.656891495601173
4.815,1.632453567937439
4.82,1.686217008797654
4.825,1.6813294232649072
4.83,1.6177908113391983
4.835,1.5933528836754642
4.84,1.6422287390029326
4.845,1.656891495601173
4.8500000000000005,1.6031280547409579
4.855,1.5884652981427174
4.86,1.6373411534701858
4.865,1.66177908113392
4.87,1.6080156402737047
4.875,1.5786901270772238
4.88,1.6275659824046922
4.885,1.6520039100684263
4.89,1.6129032258064515
4.8950000000000005,1.573802541544477
4.9,1.6080156402737047
4.905,1.6226783968719452
4.91,1.5884652981427174
4.915,1.573802541544477
4.92,1.6373411534701858
4.925,1.6471163245356795
4.93,1.598240469208211
4.9350000000000005,1.5786901270772238
4.94,1.6226783968719452
4.945,1.6373411534701858
4.95,1.5884652981427174
4.955,1.5640273704789833
4.96,1.6031280547409579
4.965,1.6177908113391983
4.97,1.5786901270772238
4.9750000000000005,1.5689149560117301
4.98,1.6275659824046922
4.985,1.6373411534701858
4.99,1.5884652981427174
4.995,1.5835777126099706
5.0,1.6373411534701858
5.005,1.656891495601173
5.01,1.6177908113391983
5.015,1.5884652981427174
5.0200000000000005,1.6226783968719452
5.025,1.6471163245356795
5.03,1.6129032258064515
5.035,1.6080156402737047
5.04,1.66177908113392
5.045,1.6911045943304008
5.05,1.6422287390029326
5.055,1.598240469208211
5.0600000000000005,1.6422287390029326
5.065,1.6813294232649072
5.07,1.66177908113392
5.075,1.632453567937439
5.08,1.6373411534701858
5.085,1.6422287390029326
5.09,1.6031280547409579
5.095,1.5835777126099706
5.1000000000000005,1.632453567937439
5.105,1.6471163245356795
5.11,1.5884652981427174
5.115,1.5640273704789833
5.12,1.598240469208211
5.125,1.6177908113391983
5.13,1.5835777126099706
5.135,1.5640273704789833
5.14,1.6226783968719452
5.1450000000000005,1.6471163245356795
5.15,1.6031280547409579
5.155,1.573802541544477
5.16,1.6226783968719452
5.165,1.632453567937439
5.17,1.490713587487781
5.175,1.3440860215053763
5.18,1.4271749755620724
5.1850000000000005,1.598240469208211
